origin_text,vi_standard,origin_no_tone,cipher_surface,rime_rule_id,tone_class,protected_flag,decode_key,row_hmac
rebuild001,xây dựng lại001,xây dưng lai001,xay dung lai001,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C5,C5",false,"xây dưng lai001|R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C5,C5",5dc71ed2960232a476ba55a3adc31f18d1d8b4b267eb1feac3492a40ec45a6ad
recenttouches,những lần chạm gần đây,nhưng lân cham gân đây,nhung lan cham gan đay,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C4,C2,C5,C2,C0",false,"nhưng lân cham gân đây|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C4,C2,C5,C2,C0",f056661774503b80814db056b15ed60830ae1fda3c86a7627ec7a75bdd1a43c0
redirecttourlspec,chuyển hướng thông tin,chuyên hương thông tin,chuyen huong thong tin,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP","C3,C1,C0,C0",false,"chuyên hương thông tin|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP|C3,C1,C0,C0",94606da1b35a5c12740cbb05d6d18667c097e0ae888e91342f126472cb67baeb
regex,biểu thức chính quy,biêu thưc chinh quy,bieu thuc chinh quy,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C3,C1,C1,C0",false,"biêu thưc chinh quy|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C3,C1,C1,C0",37d5d5fea09d6f9e9a3d8a2a60f6e3cd1152246b6e5e4291c2d24ecb378ae62d
resetwarnings,đặt lại cảnh báo,đăt lai canh bao,đat lai canh bao,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C5,C5,C3,C1",false,"đăt lai canh bao|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C5,C5,C3,C1",b67108ab6446aad43592cc39fb30a7f016cbdf26faece27e61edad37960cc373
rev,quay lại,quay lai,quay lai,"R_KEEP,R_TONE_ONLY","C0,C5",false,"quay lai|R_KEEP,R_TONE_ONLY|C0,C5",3a9dda4615e11e95d731cd6f27f4e038e9888271c9ce4a4d3272567dde8555b5
row,hàng ngang,hang ngang,hang ngang,"R_TONE_ONLY,R_KEEP","C2,C0",false,"hang ngang|R_TONE_ONLY,R_KEEP|C2,C0",45e7fdedfcc60fad3bf7c779a9fc41c6f02b65cad80dd3672cdfcf7db9cd26df
rowindex,chỉ mục hàng,chi muc hang,chi muc hang,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C3,C5,C2",false,"chi muc hang|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C3,C5,C2",3fc6888b563af6fe4d1030976d4b02e09a77c71817cb3de3d4df70f59f507f26
schema,lược đồ,lươc đô,luoc đo,"R_TONE_ONLY,R_TONE_ONLY","C5,C2",false,"lươc đô|R_TONE_ONLY,R_TONE_ONLY|C5,C2",321ec5d8fd722a9215ebb44dd1bebe29c8b14633ab323d456c4419e911da396c
sessionhandoff,chuyển giao phiên,chuyên giao phiên,chuyen giao phien,"R_TONE_ONLY,R_KEEP,R_KEEP","C3,C0,C0",false,"chuyên giao phiên|R_TONE_ONLY,R_KEEP,R_KEEP|C3,C0,C0",5545899106a7556be9a88eb28adbd503bb8b68f31e1ad13091f9b14cfbf78e6e
sheet,tờ giấy,tơ giây,to giay,"R_TONE_ONLY,R_TONE_ONLY","C2,C1",false,"tơ giây|R_TONE_ONLY,R_TONE_ONLY|C2,C1",8d7b6ce2d81e952a8b24be9bac24f70efb2dd9f0ca4977c2c210d009c62386af
spf,SPF,SPF,spf,R_KEEP,C0,false,SPF|R_KEEP|C0,4b0213de57ce3ba9f5b0549b314ef26eae62c84eca3d906917c67532803a2263
split,tách ra,tach ra,tach ra,"R_TONE_ONLY,R_KEEP","C1,C0",false,"tach ra|R_TONE_ONLY,R_KEEP|C1,C0",403a02985e213aed2a58aece0bae07fa22b86d4351e58e11d57a54fa700c03b9
src,nguồn,nguôn,nguon,R_TONE_ONLY,C2,false,nguôn|R_TONE_ONLY|C2,eaee7fe01247f4e65604ad436e0f2f3472fb77b6c93fb34138a5516d744b4d1c
stage,sân khấu,sân khâu,san khau,"R_KEEP,R_TONE_ONLY","C0,C1",false,"sân khâu|R_KEEP,R_TONE_ONLY|C0,C1",704f42eb940f13efd0d6c24adaa027da2fbce93f810660915476616f44550991
start,bắt đầu,băt đâu,bat đau,"R_TONE_ONLY,R_TONE_ONLY","C1,C2",false,"băt đâu|R_TONE_ONLY,R_TONE_ONLY|C1,C2",9b7c5c98ce55262ed26050d0be4895a69cef10122fe3043b97575eeef0a164a3
streamcompletion,hoàn thành luồng,hoan thanh luông,hoan thanh luong,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C2,C2",false,"hoan thanh luông|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C2,C2",a7ac84208e92b794400fd7acbb82635a839e040f40fb70611ff6e6cdca52778b
syncmetadata,siêu dữ liệu đồng bộ,siêu dư liêu đông bô,sieu du lieu đong bo,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C4,C5,C2,C5",false,"siêu dư liêu đông bô|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C4,C5,C2,C5",ec51fcbd8717ec5f87f9ae4eeaeb21ba810130c6a52f745831a95638dde72ff4
task,nhiệm vụ,nhiêm vu,nhiem vu,"R_TONE_ONLY,R_TONE_ONLY","C5,C5",false,"nhiêm vu|R_TONE_ONLY,R_TONE_ONLY|C5,C5",62c41acca9de30ac37c051bf86d81cb4f879bf6291889b17bc52f5b05dab5314
tax,thuế,thuê,thue,R_TONE_ONLY,C1,false,thuê|R_TONE_ONLY|C1,ee73019daa6d1618e734dafb50fccfe8d17431cd1151e7a3ad8f1bcc5fe800ed
templatenote,mẫu ghi chú,mâu ghi chu,mau ghi chu,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C4,C0,C1",false,"mâu ghi chu|R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C4,C0,C1",beef0bdfbc2c3e6ba131fd7e0f98e0a0ef4904a418ead00647cec5f0e478d09c
unknown,không rõ,không ro,khong ro,"R_KEEP,R_TONE_ONLY","C0,C4",false,"không ro|R_KEEP,R_TONE_ONLY|C0,C4",b845be13b81a7df772d57c1c626d011627806e7afd9efab29262ad584a951a00
unrefactive,không phản ứng,không phan ưng,khong phan ung,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C3,C1",false,"không phan ưng|R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C3,C1",8594947f6cde4f1946b27ce76c740c7296cf29b8421d7cb05826ab425b6fda82
userid,ID người dùng,ID ngươi dung,id ngui dung,"R_KEEP,RN_UOI_UI,R_TONE_ONLY","C0,C2,C2",false,"ID ngươi dung|R_KEEP,RN_UOI_UI,R_TONE_ONLY|C0,C2,C2",6820be652c0c6e559660b86c54820c0cdf990ba31bd0625ebd33417416d507ed
v02,v02,v02,v02,R_KEEP,C0,false,v02|R_KEEP|C0,90be4572f14ed4c1a14b46a6ff64e423f32fc70812bcd423bfa0a6de61c20396
v10,v10,v10,v10,R_KEEP,C0,false,v10|R_KEEP|C0,61cfbef5bf83bd6d02735f790101046046bbb94ffe2124d5f815193b92ab8ce0
aadressi,địa chỉ,đia chi,đia chi,"R_TONE_ONLY,R_TONE_ONLY","C5,C3",false,"đia chi|R_TONE_ONLY,R_TONE_ONLY|C5,C3",969241aeb5127756a43b87867a79473ab6f52d92eef357d530cc3364c77bfd9a
aalarge,một cái lớn,môt cai lơn,mot cai lon,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C5,C1,C1",false,"môt cai lơn|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C5,C1,C1",2078ada27f2c49dd1e65a8796d719f2e2f0c461695b8011a9a21c5a8abf53022
abbona,tu sĩ,tu si,tu si,"R_KEEP,R_TONE_ONLY","C0,C4",false,"tu si|R_KEEP,R_TONE_ONLY|C0,C4",7d0a06846ae09eb466c60e655b51f226673308c2c449d7bbcc789041f0f37fa3
abbonati,người đăng ký,ngươi đăng ky,ngui đang ky,"RN_UOI_UI,R_KEEP,R_TONE_ONLY","C2,C0,C1",false,"ngươi đăng ky|RN_UOI_UI,R_KEEP,R_TONE_ONLY|C2,C0,C1",dc0cab2cf7ee4a41b6e43a4b31f8edd05f90482b338b3eeec74fe37ea69979be
abnormaleventname,tên sự kiện bất thường,tên sư kiên bât thương,ten su kien bat thuong,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C5,C5,C1,C2",false,"tên sư kiên bât thương|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C5,C5,C1,C2",eba74358843e54b889c0d6a56a088c78f26d5d9f140da9bd76d6ef73fb8ec7be
abnormaleventvolume,khối lượng sự kiện bất thường,khôi lương sư kiên bât thương,khau luong su kien bat thuong,"RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C1,C5,C5,C5,C1,C2",false,"khôi lương sư kiên bât thương|RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C1,C5,C5,C5,C1,C2",436ff030e49459754b89fc1c9c331ef7e2c1450ba65e6fb1a4ba61777543d0a6
abnormally,bất thường,bât thương,bat thuong,"R_TONE_ONLY,R_TONE_ONLY","C1,C2",false,"bât thương|R_TONE_ONLY,R_TONE_ONLY|C1,C2",586dcb1c0e189fbbb17b971969c0d78702f77272ea1c44f782c2dd0f33e06890
abone,xương,xương,xuong,R_KEEP,C0,false,xương|R_KEEP|C0,e3afbcad250ea8f02ad37346ed8c2361c075667aa963170bf6364c318f187459
abonnieren,đăng ký,đăng ky,đang ky,"R_KEEP,R_TONE_ONLY","C0,C1",false,"đăng ky|R_KEEP,R_TONE_ONLY|C0,C1",eed2907349fe0238d41751a80ddf06ff895f22def5c7cf3dbbe738badd60a063
abouthumanaicollaboration,về sự hợp tác giữa con người và AI,vê sư hơp tac giưa con ngươi va AI,ve su hop tac giua con ngui va ai,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,RN_UOI_UI,R_TONE_ONLY,R_KEEP","C2,C5,C5,C1,C4,C0,C2,C2,C0",false,"vê sư hơp tac giưa con ngươi va AI|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,RN_UOI_UI,R_TONE_ONLY,R_KEEP|C2,C5,C5,C1,C4,C0,C2,C2,C0",efc04dcb8ccbfc0f595d9072695b50fa024311be6b5f687ae885556d12c11054
aboutsystembuildingphilosophy,về triết lý xây dựng hệ thống,vê triêt ly xây dưng hê thông,ve triet ly xay dung he thong,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C1,C1,C0,C5,C5,C1",false,"vê triêt ly xây dưng hê thông|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C1,C1,C0,C5,C5,C1",c08b319611f35bf2c3fee101581112ea35382b34a4ac2b6c3e3d0ebe59e0c72a
absoluteban,cấm tuyệt đối,câm tuyêt đôi,cam tuyet đau,"R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU","C1,C5,C1",false,"câm tuyêt đôi|R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU|C1,C5,C1",6625bd811931b7a53ac7a133015479600db3744d6b686371d73777f3107883f2
absolutelimits,giới hạn tuyệt đối,giơi han tuyêt đôi,gioi han tuyet đau,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU","C1,C5,C5,C1",false,"giơi han tuyêt đôi|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU|C1,C5,C5,C1",be9ff15cbe29fd8573f1c7e0db56255e2f95bd6b9b40c929ced3dc90b6818bd3
absolutelowercaseenforced,bắt buộc viết thường tuyệt đối,băt buôc viêt thương tuyêt đôi,bat buoc viet thuong tuyet đau,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU","C1,C5,C1,C2,C5,C1",false,"băt buôc viêt thương tuyêt đôi|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU|C1,C5,C1,C2,C5,C1",01cd30b81138a0c65fc5310da404d29de59f879de16db19e4d0a19b14a2a2dcb
absolutestrokewidth,độ rộng nét tuyệt đối,đô rông net tuyêt đôi,đo rong net tuyet đau,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU","C5,C5,C1,C5,C1",false,"đô rông net tuyêt đôi|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU|C5,C5,C1,C5,C1",c9a6fe456424de560be24fc4bd074f747391ded7ca6669dc58c758883637b115
abstractions,sự trừu tượng,sư trưu tương,su truu tuong,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C5,C2,C5",false,"sư trưu tương|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C5,C2,C5",80f50ad9ecb50ea76aa43581ec4510c38f20e2b14997ac55ad804883b371e16b
abstracts,tóm tắt,tom tăt,tom tat,"R_TONE_ONLY,R_TONE_ONLY","C1,C1",false,"tom tăt|R_TONE_ONLY,R_TONE_ONLY|C1,C1",0893188eb8cdfc8da910833d963c7b84979b6e3aaa1af9562ffb93a5adc66616
absurdly,vô lý,vô ly,vo ly,"R_KEEP,R_TONE_ONLY","C0,C1",false,"vô ly|R_KEEP,R_TONE_ONLY|C0,C1",31498cd191ff01b6c2f82ea01d87c1a241b293489e2236c91f177b0d499d88ff
abundance,sự dồi dào,sư dôi dao,su dau dao,"R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY","C5,C2,C2",false,"sư dôi dao|R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY|C5,C2,C2",10c6d254a4c7f955529ed236f3bb47e8744b0592b4af5f692ec0682fda5ce2b0
abutsend,tiếp giáp,tiêp giap,tiep giap,"R_TONE_ONLY,R_TONE_ONLY","C1,C1",false,"tiêp giap|R_TONE_ONLY,R_TONE_ONLY|C1,C1",23d10cf777b7a5dbd3df0c8c78cfb0d84d19f7bcdf7e117e3d5beaf4d92ab3c6
accelerator,máy gia tốc,may gia tôc,may gia toc,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C1,C0,C1",false,"may gia tôc|R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C1,C0,C1",50c12eac3d639fd10174ac479416be4dd96e4bacea6d2833f909b14119bf0cc4
accelerometer,gia tốc kế,gia tôc kê,gia toc ke,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C1,C1",false,"gia tôc kê|R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C1,C1",409bba2ffc4f64f29bad4ac60dd214f86854bf739968ef8d7fea4c69a36313b4
acceptandpay,chấp nhận và thanh toán,châp nhân va thanh toan,chap nhan va thanh toan,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C1,C5,C2,C0,C1",false,"châp nhân va thanh toan|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C1,C5,C2,C0,C1",fb716e74f914ccc7de39086db3681360ca23cd8703a4226296ce59aa039abe83
acceptpriceupdate,chấp nhận cập nhật giá,châp nhân câp nhât gia,chap nhan cap nhat gia,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C1,C5,C5,C5,C1",false,"châp nhân câp nhât gia|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C1,C5,C5,C5,C1",725dc6b888ecf8d029a0bb55cbf9a334e27bea6d483c7f914d905cbd9a4e3b93
acceptpriceupdategeneric,chấp nhận cập nhật giá chung,châp nhân câp nhât gia chung,chap nhan cap nhat gia chung,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C1,C5,C5,C5,C1,C0",false,"châp nhân câp nhât gia chung|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C1,C5,C5,C5,C1,C0",64edb361dc084706193ccfeda03166bec4bbcd849e109b038a5cc7b182e59e20
acceptwithwarn,chấp nhận kèm cảnh báo,châp nhân kem canh bao,chap nhan kem canh bao,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C1,C5,C2,C3,C1",false,"châp nhân kem canh bao|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C1,C5,C2,C3,C1",ce29391b06dd0ec91175c7f2560c95080c889e0d375138f4744b7118a0b91bfa
acceptancebeforecanonicalsubstrate,sự chấp nhận trước chất nền chuẩn,sư châp nhân trươc chât nên chuân,su chap nhan truoc chat nen chuan,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C5,C1,C5,C1,C1,C2,C3",false,"sư châp nhân trươc chât nên chuân|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C5,C1,C5,C1,C1,C2,C3",9c29a11cc71a0cae3ead6b664546c96f53f160f02992125a215e24390704b3d4
acceptancebeforepurchase,chấp nhận trước khi mua hàng,châp nhân trươc khi mua hang,chap nhan truoc khi mua hang,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY","C1,C5,C1,C0,C0,C2",false,"châp nhân trươc khi mua hang|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY|C1,C5,C1,C0,C0,C2",624a46003eebe164fe338c3a427bf7b0955f84d2012d380a0610bae7775d0c80
acceptancetestresult,kết quả kiểm thử chấp nhận,kêt qua kiêm thư châp nhân,ket qua kiem thu chap nhan,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C1,C3,C3,C3,C1,C5",false,"kêt qua kiêm thư châp nhân|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C1,C3,C3,C3,C1,C5",675749d1b474c3fb8ec2bff8888544ee003e5d319e8a2f68884b573f73866f90
acceptandpay,chấp nhận và thanh toán,châp nhân va thanh toan,chap nhan va thanh toan,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C1,C5,C2,C0,C1",false,"châp nhân va thanh toan|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C1,C5,C2,C0,C1",fb716e74f914ccc7de39086db3681360ca23cd8703a4226296ce59aa039abe83
acceptedforpreprocess,được chấp nhận để xử lý trước,đươc châp nhân đê xư ly trươc,đuoc chap nhan đe xu ly truoc,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C5,C1,C5,C3,C3,C1,C1",false,"đươc châp nhân đê xư ly trươc|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C5,C1,C5,C3,C3,C1,C1",a4752487155f4aaa75db9121a7bfd747e2e577d1926fdc4e47eb553361de5774
acceptedwhenneeded,được chấp nhận khi cần thiết,đươc châp nhân khi cân thiêt,đuoc chap nhan khi can thiet,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C5,C1,C5,C0,C2,C1",false,"đươc châp nhân khi cân thiêt|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C5,C1,C5,C0,C2,C1",b2be88a7b8693799d69ca2f30ad60eb440d8ffe54e0c5feea5fa547664dc3769
accepting,chấp nhận,châp nhân,chap nhan,"R_TONE_ONLY,R_TONE_ONLY","C1,C5",false,"châp nhân|R_TONE_ONLY,R_TONE_ONLY|C1,C5",1bc916438350245168ee0a398bad9bc079de93492ac643c1dc4c21a23ca41843
acceptmessage,chấp nhận tin nhắn,châp nhân tin nhăn,chap nhan tin nhen,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,RN_AN_EN","C1,C5,C0,C1",false,"châp nhân tin nhăn|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,RN_AN_EN|C1,C5,C0,C1",1a008b9852ac56a8c6f4b218128cf4304262286e52f5056df9d8c2a242ca1460
accessbundleclientjoin,truy cập gói máy khách tham gia,truy câp goi may khach tham gia,truy cap gau may khach tham gia,"R_KEEP,R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP","C0,C5,C1,C1,C1,C0,C0",false,"truy câp goi may khach tham gia|R_KEEP,R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP|C0,C5,C1,C1,C1,C0,C0",e6af91f5ded2990ae09444bc1d91a2f796ce7060c481a5d7115de10eab448e5b
accesscontrol,kiểm soát truy cập,kiêm soat truy câp,kiem soat truy cap,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C3,C1,C0,C5",false,"kiêm soat truy câp|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C3,C1,C0,C5",a6d329b221d910b472e408eaccc80d10379cf40af485444270235591afa59ed0
accesstype,loại truy cập,loai truy câp,loai truy cap,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C5,C0,C5",false,"loai truy câp|R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C5,C0,C5",0dd03782d617ba3bba0177e3033c87a322b7d1f6db2be65f7ba1cc3e6125e6d6
accessibilitystandardsmet,tiêu chuẩn khả năng truy cập được đáp ứng,tiêu chuân kha năng truy câp đươc đap ưng,tieu chuan kha nang truy cap đuoc đap ung,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C3,C3,C0,C0,C5,C5,C1,C1",false,"tiêu chuân kha năng truy câp đươc đap ưng|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C3,C3,C0,C0,C5,C5,C1,C1",1e1d3c4672751b69edc14202653a86daca2a48d620030d77a1ae46ea79432b8d
accessories,phụ kiện,phu kiên,phu kien,"R_TONE_ONLY,R_TONE_ONLY","C5,C5",false,"phu kiên|R_TONE_ONLY,R_TONE_ONLY|C5,C5",455c80f44fdd78c43b9f72054911ab80a18e77a3c2790e47255fa660393c6978
accessorytargeterror,lỗi mục tiêu phụ kiện,lôi muc tiêu phu kiên,lau muc tieu phu kien,"RN_OI_AU,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C4,C5,C0,C5,C5",false,"lôi muc tiêu phu kiên|RN_OI_AU,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C4,C5,C0,C5,C5",e847fd3b13c0ba34b42b5d7c4c127f0e23a3bef09209ff6d58594bca97e6c0ce
accessorytargetsecurityerror,lỗi bảo mật mục tiêu phụ kiện,lôi bao mât muc tiêu phu kiên,lau bao mat muc tieu phu kien,"RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C4,C3,C5,C5,C0,C5,C5",false,"lôi bao mât muc tiêu phu kiên|RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C4,C3,C5,C5,C0,C5,C5",6b9b843f97ae11195fb27aec0df9f748c3bf5ffc1bffe1239304a213215f64cc
accessoryframesgroupinfo,thông tin nhóm khung phụ kiện,thông tin nhom khung phu kiên,thong tin nhom khung phu kien,"R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C0,C1,C0,C5,C5",false,"thông tin nhom khung phu kiên|R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C0,C1,C0,C5,C5",ac367a159b1c28b7f163c2dd20934d98c9eb698bde7845c26662ac563862419a
accessoryrendererloaderror,lỗi tải trình kết xuất phụ kiện,lôi tai trinh kêt xuât phu kiên,lau tai trinh ket xuat phu kien,"RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C4,C3,C2,C1,C1,C5,C5",false,"lôi tai trinh kêt xuât phu kiên|RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C4,C3,C2,C1,C1,C5,C5",29b8ff6fe5e02c2e5cc248afd7e93d746f2180e62f5f4efecabd92ca88a72e11
accidental,vô tình,vô tinh,vo tinh,"R_KEEP,R_TONE_ONLY","C0,C2",false,"vô tinh|R_KEEP,R_TONE_ONLY|C0,C2",3c7e90842d83ac3a9f36552f11f8d1eb69b085fcc46823b7b2e7b6a992a06499
accordionlayout,bố cục accordion,bô cuc accordion,bo cuc accordion,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C1,C5,C0",false,"bô cuc accordion|R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C1,C5,C0",b44a5c127bcfb586e9ca408f7b6defeaa2614b64274f084f7f1f0d3566dab1fd
accountdispute,tranh chấp tài khoản,tranh châp tai khoan,tranh chap tai khoan,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C1,C2,C3",false,"tranh châp tai khoan|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C1,C2,C3",e57b480b103a13a8511a21ecedb3196f7772cdea3419cabafe9570d8818e47d9
